Study_Hours_per_Week;Preferred_Learning_Style;Online_Courses_Completed;Participation_in_Discussions;Assignment_Completion_Rate (%);Attendance_Rate (%);Use_of_Educational_Tech;Self_Reported_Stress_Level;Time_Spent_on_Social_Media (hours/week);Sleep_Hours_per_Night;Final_Grade
3;1;16;0;53;94;0;1;27;9;2
2;2;20;0;53;91;1;0;13;5;2
1;1;17;1;98;78;1;1;8;7;1
2;0;9;1;90;70;1;0;8;4;3
3;0;12;0;100;91;1;2;21;4;2
2;1;11;0;66;92;0;2;24;4;2
1;0;4;1;75;82;1;2;24;10;1
3;0;4;1;83;87;1;2;29;10;2
2;1;4;0;79;69;1;1;9;8;0
2;1;9;1;79;83;1;2;0;7;0
3;2;16;1;73;70;1;2;30;9;2
1;0;0;1;71;55;0;1;29;6;0
3;1;17;0;73;78;0;2;14;9;1
2;2;0;1;71;98;1;0;2;4;1
3;0;7;0;70;90;0;0;12;8;1
3;2;13;0;67;91;1;1;29;8;3
1;0;1;1;69;59;0;1;26;4;2
2;3;18;0;85;79;0;2;26;4;1
2;2;8;1;54;66;1;0;15;9;2
3;3;11;0;65;81;1;2;8;8;0
2;1;15;0;66;95;1;2;18;8;1
3;1;9;1;64;84;1;2;3;10;2
3;2;13;1;86;61;0;1;11;5;1
1;3;15;1;69;77;1;2;11;10;0
2;0;0;1;85;74;1;1;9;9;0
3;1;14;1;78;70;1;1;12;4;0
2;1;5;0;58;100;1;0;24;9;2
3;1;20;0;90;84;1;1;22;9;3
3;3;11;1;87;83;1;1;3;5;3
3;1;14;0;66;80;1;1;28;5;0
1;3;1;1;90;97;1;2;3;9;0
2;0;0;1;66;62;1;1;0;7;1
3;3;0;1;78;53;1;2;20;4;2
1;2;10;1;53;64;1;1;27;10;2
2;0;18;1;93;63;0;1;23;5;3
3;3;12;1;91;76;1;2;29;8;3
1;3;18;0;50;86;1;2;12;5;3
2;0;3;1;79;89;0;0;1;4;2
1;1;17;0;74;96;1;0;3;6;1
3;1;6;1;78;63;0;1;0;8;0
3;3;13;0;78;98;1;1;21;7;1
2;0;17;0;77;67;1;2;4;5;0
2;3;14;0;55;54;1;2;5;4;0
3;2;0;1;77;56;0;0;22;9;0
1;1;20;1;51;72;1;1;3;7;3
1;3;14;1;85;94;1;0;27;6;1
1;3;6;1;58;55;1;1;9;9;0
3;1;7;1;82;81;0;2;3;5;1
2;2;18;1;72;70;1;1;30;7;1
2;3;10;1;53;96;1;2;1;8;0
2;0;8;0;76;83;1;1;27;8;2
2;0;14;0;54;52;1;2;17;6;3
2;0;8;0;63;51;1;1;21;10;3
3;3;1;0;59;64;1;1;26;6;0
1;0;6;1;94;63;0;0;16;5;1
1;0;2;0;93;63;1;2;24;6;1
2;3;16;0;76;77;1;0;1;8;2
3;2;18;1;81;81;0;2;13;6;0
1;1;13;0;99;59;1;0;7;8;0
3;0;7;1;55;58;1;1;30;7;2
1;2;8;1;95;70;1;2;12;5;2
2;1;19;1;53;95;0;1;30;10;0
3;2;16;1;64;59;1;0;28;9;0
2;0;3;1;99;98;1;1;21;10;1
1;3;1;1;57;98;1;2;5;9;2
1;0;15;0;76;99;1;1;12;8;2
3;1;14;1;72;81;0;1;15;5;3
1;2;13;1;72;66;1;2;29;4;2
2;3;0;0;78;60;1;1;28;9;3
1;3;2;1;63;56;1;2;8;5;0
3;1;2;1;76;87;0;2;27;8;3
2;3;12;0;89;62;0;2;22;7;2
3;2;14;1;62;61;1;1;24;9;3
2;3;3;0;74;87;1;1;8;4;1
3;1;14;1;66;62;0;0;29;6;2
2;1;17;1;81;88;1;2;29;10;1
3;3;3;1;67;62;0;1;10;8;3
3;2;16;1;82;64;1;0;11;5;2
3;1;19;1;65;68;1;1;13;4;0
3;0;19;1;76;80;1;1;22;4;3
1;2;0;1;97;72;1;1;23;7;2
1;0;18;0;60;86;0;2;18;10;1
2;2;9;1;72;64;0;2;14;5;0
1;0;3;1;89;70;0;2;28;5;0
3;0;3;0;65;58;1;1;21;6;2
2;3;1;0;93;60;1;1;21;8;2
3;0;1;1;62;59;1;2;30;6;3
2;1;13;1;69;75;1;0;19;4;1
1;2;8;1;90;58;1;1;6;7;0
1;1;8;0;76;50;0;1;10;9;1
3;3;15;1;92;89;0;1;5;8;2
2;3;15;0;68;72;1;2;7;9;1
2;1;14;0;58;73;0;1;23;6;3
2;2;1;1;97;100;0;1;30;8;0
3;1;4;1;73;69;1;2;17;5;0
1;2;0;1;63;73;1;1;11;8;3
3;1;16;1;97;85;1;1;5;8;3
2;1;1;0;94;60;1;1;16;4;1
3;2;5;1;73;77;1;1;12;4;3
3;3;4;1;72;56;1;2;19;5;0
3;0;12;0;66;70;1;1;3;4;3
2;1;12;1;71;79;1;2;16;5;1
3;3;19;0;67;83;0;1;28;6;0
3;0;0;1;89;76;1;2;3;9;3
1;2;7;1;91;95;1;1;29;4;3
3;1;19;1;80;50;1;0;20;8;3
1;1;7;1;53;51;1;1;27;7;3
3;1;16;0;96;93;0;1;22;4;2
3;0;18;1;50;84;1;2;30;5;3
2;3;5;0;50;60;1;1;12;4;0
3;1;10;1;92;82;1;1;5;7;3
2;2;17;1;78;99;1;1;20;10;2
2;0;5;1;55;93;1;0;25;9;0
2;0;13;0;71;85;1;2;15;9;2
3;2;5;0;73;61;1;1;7;5;3
1;0;14;0;63;67;0;0;20;7;1
1;1;5;0;51;97;1;1;16;9;3
2;0;12;1;79;56;1;0;6;10;1
3;0;15;1;76;56;1;0;12;6;1
1;0;0;0;63;68;1;0;28;10;3
3;2;9;1;72;60;1;1;12;5;0
1;2;6;0;62;57;1;1;29;8;3
3;0;15;1;60;98;1;1;4;10;3
1;3;0;1;70;68;1;2;18;8;3
1;3;17;1;98;54;1;1;26;8;3
2;0;11;1;78;100;0;2;14;7;0
2;1;8;0;51;53;1;0;3;4;2
3;1;13;1;80;94;1;2;20;4;1
2;0;12;1;52;83;0;2;22;6;2
3;1;13;1;67;100;1;2;0;6;2
1;0;6;0;52;61;1;0;27;4;0
1;1;9;1;78;100;1;2;21;6;2
3;1;0;1;75;61;1;2;25;8;3
2;1;11;1;73;51;1;1;13;9;1
1;2;16;1;63;61;1;1;4;6;1
1;1;5;0;100;93;1;2;30;6;1
3;0;3;1;99;98;1;1;1;5;0
3;3;11;1;79;73;1;1;6;7;3
2;2;12;1;52;64;1;2;7;4;0
1;1;0;1;72;59;1;1;14;6;2
1;3;18;0;58;91;1;2;3;5;3
2;2;17;1;63;99;0;1;0;4;1
2;0;9;1;65;58;1;0;29;9;2
2;0;5;1;96;98;0;2;20;9;3
1;3;11;1;69;57;0;2;29;6;1
3;3;11;0;83;54;1;2;9;6;2
2;1;14;1;65;93;0;1;5;7;2
2;1;3;0;94;57;0;2;4;8;2
2;1;5;1;80;69;1;0;19;7;0
3;0;1;0;75;59;1;1;15;5;1
3;2;10;0;79;86;0;1;23;5;2
2;2;16;1;53;51;1;1;21;9;3
1;1;10;0;60;66;1;1;0;6;2
1;0;8;0;75;82;1;1;19;10;0
3;1;7;0;53;95;1;2;19;7;1
2;1;0;0;72;50;1;1;1;9;1
2;0;14;1;60;97;1;2;9;7;0
2;1;14;0;99;75;1;1;10;8;2
2;0;6;0;73;77;0;1;0;10;3
3;2;14;1;65;100;0;0;3;4;3
2;1;13;0;73;50;1;2;4;5;0
1;3;1;1;83;94;1;1;14;10;0
2;3;17;0;66;74;0;1;23;9;0
3;0;1;1;69;92;1;1;12;9;2
2;0;1;0;91;95;1;1;22;6;2
2;3;20;0;86;67;0;1;6;10;0
1;2;8;1;64;88;1;2;22;9;0
2;3;20;1;84;96;1;1;29;6;0
3;0;11;0;66;65;1;1;7;4;0
2;1;13;0;54;75;1;1;21;6;2
2;1;10;1;87;96;0;1;25;5;2
3;0;13;0;93;61;1;0;8;8;3
2;3;9;1;95;85;0;1;28;8;0
3;3;16;0;54;80;0;2;26;6;1
3;1;19;1;62;92;1;1;0;6;1
2;1;19;1;92;81;1;1;10;4;1
1;1;6;0;62;97;0;2;9;8;2
3;2;13;0;51;81;1;1;13;8;1
3;3;20;1;70;56;1;2;15;6;1
3;3;11;1;93;68;1;2;8;5;1
1;3;8;0;91;78;1;2;8;8;2
2;1;8;1;59;96;1;1;24;4;3
3;1;12;0;95;97;1;0;18;6;3
3;0;16;1;93;67;1;2;21;4;1
1;2;11;0;65;84;1;1;20;5;0
2;3;17;1;57;58;1;1;8;4;0
1;1;7;0;51;67;1;0;15;5;0
3;1;5;1;55;75;1;0;28;8;1
3;3;2;0;96;86;0;2;21;9;1
3;1;18;0;90;69;0;1;26;4;2
2;1;8;1;72;92;1;2;22;5;0
3;2;9;1;96;84;0;1;0;9;1
3;0;10;1;76;83;1;1;30;4;3
3;0;19;1;90;70;1;0;28;9;1
2;3;8;0;62;69;0;2;5;7;2
3;2;3;0;69;61;1;2;14;9;2
3;2;0;0;64;53;0;2;30;5;1
3;1;19;1;54;82;0;2;8;10;3
3;2;13;0;52;97;1;2;15;7;3
1;3;15;1;88;92;1;2;4;4;1
1;2;0;1;73;79;0;0;16;6;1
1;3;2;1;58;70;1;1;5;4;0
2;2;9;1;56;82;1;1;9;4;0
1;2;5;0;53;52;1;2;8;7;2
3;3;4;1;73;77;0;2;7;7;2
3;0;0;1;75;65;1;2;17;9;1
3;2;9;1;92;92;0;2;22;9;2
2;1;13;0;71;52;1;1;6;10;3
2;1;12;1;53;74;0;1;0;5;3
1;3;13;0;86;62;0;1;4;6;2
2;1;16;1;99;99;1;1;20;7;1
1;2;19;1;80;98;1;1;28;5;1
2;1;1;1;80;97;1;2;9;6;2
1;2;10;1;77;52;0;1;9;9;3
3;1;17;0;68;59;1;2;29;7;3
2;2;20;0;50;72;0;2;28;10;0
3;0;2;1;52;84;0;1;9;10;1
2;3;17;1;61;68;1;1;19;6;2
2;1;8;0;70;77;0;1;6;4;0
3;0;19;1;89;75;1;1;17;5;2
2;0;12;0;85;95;0;1;18;4;3
3;2;11;1;60;53;0;0;17;7;1
1;2;14;0;70;51;1;1;4;5;2
1;2;6;0;57;88;1;1;19;7;3
3;0;5;1;88;58;1;2;21;8;2
1;2;4;0;97;81;1;1;14;9;2
3;2;14;0;70;87;1;2;22;9;2
2;2;9;0;59;96;1;1;11;8;3
3;2;12;0;75;82;1;0;27;9;2
3;0;6;0;84;52;1;2;9;7;2
3;1;9;1;96;92;1;0;16;7;0
3;0;9;1;66;83;1;1;0;5;2
2;0;6;0;63;73;0;1;20;4;0
2;3;7;0;72;63;1;1;6;10;2
3;0;0;1;74;55;0;2;21;10;0
3;0;6;1;92;72;1;0;28;10;1
3;3;16;1;57;94;1;1;29;9;2
3;0;6;1;58;63;1;2;28;7;2
3;1;15;0;96;98;1;1;29;4;0
2;1;2;1;72;67;1;0;7;9;3
1;1;0;0;82;66;1;0;16;6;3
2;3;4;1;71;79;1;2;2;5;3
3;2;9;1;71;96;1;2;18;5;3
3;1;5;0;92;63;1;1;4;7;1
2;1;18;1;77;70;1;1;1;9;3
2;0;8;1;56;76;1;1;26;7;1
2;3;15;1;70;94;1;1;29;7;1
3;2;14;1;84;94;1;1;5;7;2
1;2;12;1;65;59;1;1;11;5;1
2;2;8;1;64;60;0;1;27;10;0
3;0;9;0;56;55;0;2;16;9;3
3;0;10;0;99;91;1;0;15;4;2
3;1;4;1;60;55;0;1;0;4;1
3;2;7;1;65;67;0;1;30;10;1
3;3;2;0;82;53;1;1;10;5;0
3;0;15;1;52;53;0;1;13;7;0
3;3;0;1;90;78;1;1;21;10;3
3;0;13;1;63;89;0;1;29;8;2
2;1;11;1;91;67;1;1;13;5;2
2;0;18;0;99;85;0;1;20;7;2
3;1;4;0;88;61;0;1;15;5;3
2;1;15;1;61;51;1;1;17;10;3
3;2;14;0;85;70;1;1;24;8;1
2;2;15;0;94;89;1;2;14;10;1
3;0;4;1;57;93;1;0;0;4;3
2;0;11;0;91;88;1;0;7;6;0
1;2;4;0;54;55;1;1;1;9;1
2;2;20;1;89;68;1;1;24;6;0
3;0;18;0;73;72;0;0;7;6;1
1;3;16;0;88;58;1;1;20;8;3
3;2;0;1;56;73;1;0;16;7;0
2;3;18;0;65;88;1;2;4;4;2
3;0;3;1;84;67;1;0;8;5;3
1;1;20;0;67;53;0;1;21;5;3
1;2;19;1;77;67;1;2;24;6;3
2;3;18;0;70;54;0;1;25;5;0
3;0;11;1;100;58;1;2;2;7;2
3;2;13;0;87;88;1;2;5;9;0
3;0;9;0;68;74;1;0;6;5;3
3;0;9;1;71;74;1;2;0;9;2
2;3;19;0;65;88;1;1;7;8;1
3;2;3;0;99;74;1;1;10;7;1
2;0;18;0;59;57;0;0;8;5;3
3;1;11;0;72;78;1;1;5;8;2
3;3;12;1;76;82;0;1;2;10;0
3;2;11;0;63;51;1;1;13;6;2
1;2;16;0;99;100;1;2;10;7;1
3;0;0;1;90;73;1;2;25;5;3
3;1;20;1;59;56;1;1;27;8;3
2;3;18;1;80;71;1;0;22;8;0
3;0;5;1;59;85;0;0;23;10;2
1;1;18;0;81;52;1;0;22;6;3
3;0;14;0;71;100;0;2;24;6;3
3;1;13;0;83;68;1;2;7;10;1
3;0;17;0;62;98;1;1;21;10;2
1;2;8;0;71;60;0;2;19;6;0
3;0;14;1;99;65;0;1;15;4;1
3;2;16;1;64;79;0;1;19;9;3
3;3;10;1;59;53;1;1;28;9;0
2;0;16;1;77;74;1;1;25;10;2
2;2;19;0;78;80;1;0;18;4;0
3;0;3;1;77;67;1;2;22;6;2
2;0;9;0;61;89;0;2;3;9;0
3;3;18;1;58;81;1;0;3;5;1
2;0;2;1;85;74;1;2;28;8;0
3;1;19;0;73;99;1;1;28;9;0
2;1;5;1;75;65;0;1;20;5;2
1;2;19;1;87;91;1;0;1;9;2
3;0;0;0;60;73;1;2;10;10;1
3;3;5;1;50;80;1;1;25;7;1
3;2;10;0;95;57;1;0;2;8;1
1;1;6;1;94;67;1;0;12;9;2
3;1;19;0;100;68;1;1;15;8;2
1;2;8;1;55;98;1;1;25;9;1
3;3;6;0;52;77;1;0;4;5;0
3;3;4;0;54;55;1;1;4;4;0
1;3;19;0;57;83;1;2;1;6;0
1;3;2;0;56;98;0;1;9;8;2
3;2;2;1;50;98;1;1;24;6;3
2;0;16;0;86;69;0;2;20;10;1
3;2;8;0;57;83;1;0;1;4;1
2;0;19;1;74;51;1;0;30;6;3
3;3;20;0;64;74;1;0;2;10;2
2;0;8;1;78;97;1;1;27;9;0
2;1;19;0;69;90;0;2;28;7;2
3;1;13;1;81;79;1;2;15;9;3
3;1;15;1;76;58;0;1;2;4;2
3;0;12;1;83;55;1;2;29;5;3
2;0;4;1;51;89;1;0;16;6;3
2;2;6;0;59;87;1;2;24;9;2
3;2;1;0;82;85;1;1;19;7;1
3;1;15;1;87;81;0;2;13;6;0
2;1;11;1;76;90;1;1;4;6;0
3;2;11;1;90;90;0;2;9;10;3
3;2;7;0;64;100;1;2;1;8;0
1;3;3;1;68;58;1;1;4;6;1
2;3;11;0;80;91;1;1;27;5;1
3;3;16;1;62;79;1;0;7;9;3
3;3;8;1;85;57;0;1;5;10;1
2;3;3;1;72;60;0;2;28;8;0
2;0;16;0;71;80;1;1;4;4;0
1;3;10;1;91;73;1;0;25;6;1
3;1;17;1;58;55;1;1;23;8;0
3;1;9;0;65;89;0;2;3;7;3
3;0;15;1;76;67;0;1;24;9;1
3;0;15;1;97;56;1;1;30;10;2
3;0;20;0;68;92;1;1;14;7;3
2;1;5;0;96;95;0;1;30;9;0
3;1;12;1;69;50;0;2;17;5;2
3;2;20;1;75;88;1;2;4;4;2
1;0;9;1;84;75;1;1;8;7;0
1;0;5;0;52;69;1;0;7;6;0
3;0;5;0;60;67;1;2;12;6;2
3;2;0;1;60;78;1;0;28;9;0
1;3;20;0;66;58;0;0;30;5;1
2;0;10;0;90;62;1;1;11;8;0
3;2;1;0;70;65;1;1;27;4;1
3;3;16;0;90;88;1;1;0;4;0
1;2;19;0;62;53;1;1;24;9;0
2;3;2;0;61;97;1;1;16;5;0
3;1;19;1;77;63;1;0;28;6;1
2;2;8;0;71;55;1;1;8;6;0
3;0;4;0;71;88;1;2;25;4;3
3;1;12;0;100;93;1;1;28;8;2
2;2;13;1;82;74;1;0;10;9;2
3;0;2;0;66;100;1;1;9;4;2
2;0;11;1;84;62;0;0;11;8;1
3;0;17;0;96;70;1;2;1;9;3
3;0;13;1;99;70;1;1;9;7;0
1;1;7;0;56;89;0;0;24;8;3
3;3;19;1;91;85;1;1;29;10;1
2;0;9;0;99;55;1;1;7;10;2
3;1;8;1;93;84;1;0;4;6;0
2;1;11;0;89;92;1;1;7;8;2
2;1;0;0;65;86;0;0;22;6;2
2;3;9;1;75;58;1;2;6;7;0
3;2;12;1;94;62;1;0;20;10;1
2;3;2;0;78;99;0;0;15;6;1
2;3;1;0;63;69;1;0;1;10;1
3;3;20;1;88;86;1;1;14;7;1
1;3;18;0;97;94;1;1;9;6;2
3;1;7;1;100;73;0;1;13;5;1
2;3;11;1;64;80;1;0;1;8;2
2;2;9;1;66;52;1;2;15;8;0
1;0;1;0;89;50;0;1;25;5;0
3;0;19;1;79;69;1;0;9;4;0
1;3;8;0;90;55;1;2;4;6;3
3;3;1;1;55;62;1;0;26;9;0
2;3;3;1;50;86;1;1;12;4;1
2;1;1;1;91;61;0;0;16;7;1
3;0;16;0;61;99;1;1;16;6;3
3;0;7;0;100;98;1;1;11;7;3
3;1;9;0;53;82;1;1;5;5;0
2;3;3;0;81;91;1;0;10;5;0
3;1;19;1;91;56;0;1;11;7;2
3;0;3;1;77;94;1;2;14;5;0
1;2;14;1;55;79;1;1;19;9;2
3;3;19;1;66;81;1;1;28;7;1
2;0;20;1;58;95;0;1;1;4;2
3;3;14;0;52;57;1;1;29;9;2
1;0;13;0;54;67;1;2;1;6;1
3;3;11;0;64;51;1;2;29;8;0
3;0;12;1;100;100;1;1;13;4;3
2;3;1;0;90;98;1;2;5;10;1
2;0;8;1;89;83;1;1;8;9;1
3;2;6;0;71;52;1;0;28;9;0
2;1;20;1;90;79;1;2;26;4;1
3;0;16;1;52;98;1;2;21;10;3
3;1;20;0;77;59;1;2;7;10;1
3;2;10;0;88;71;1;1;8;4;3
3;1;2;0;57;51;0;1;9;10;3
3;2;0;0;77;68;1;0;8;4;3
3;2;18;1;60;55;0;2;2;6;0
1;3;7;1;87;65;1;2;11;8;1
1;2;7;1;56;80;1;0;0;7;3
1;2;8;1;71;52;0;1;16;7;0
1;0;6;0;57;82;0;2;8;6;2
3;2;20;1;93;54;1;2;29;9;0
3;2;9;1;57;83;0;0;22;9;3
2;0;18;0;54;90;1;1;23;5;0
3;3;3;0;75;96;0;2;10;8;2
1;0;2;1;96;79;0;1;10;9;3
2;0;13;1;50;71;1;2;26;7;1
3;1;19;1;59;58;0;0;10;5;0
3;0;10;1;98;85;1;1;5;8;3
1;1;1;1;84;80;1;1;17;7;3
3;0;0;1;73;65;0;1;24;9;0
3;3;19;1;94;52;1;0;25;5;2
2;1;12;0;51;62;1;1;14;10;2
3;1;4;1;64;79;1;2;17;8;2
2;0;12;0;82;86;0;1;6;5;2
2;3;11;0;98;87;1;1;2;7;2
2;1;10;0;74;84;0;2;3;5;2
3;3;11;1;94;71;1;1;12;6;2
3;0;0;1;55;66;1;1;29;5;1
1;3;20;1;82;55;0;1;5;6;3
2;0;16;0;73;54;1;1;19;9;2
3;1;9;1;72;55;0;1;15;7;3
2;2;6;0;91;53;1;1;15;8;3
2;3;17;0;97;89;1;2;19;6;3
3;3;11;1;77;84;1;2;19;9;2
1;3;16;1;93;87;0;1;8;6;3
1;2;13;1;63;96;0;1;12;4;0
1;3;8;1;90;89;0;1;0;4;1
3;3;12;1;50;66;1;1;28;9;1
2;3;13;1;95;78;0;1;14;10;2
1;2;10;1;61;69;1;1;27;9;3
3;1;4;1;97;94;1;1;21;7;2
2;1;17;1;50;93;1;2;15;10;1
1;1;5;0;89;77;1;0;12;4;0
1;2;15;0;50;53;1;0;18;8;3
3;0;5;1;75;87;1;2;6;8;3
1;0;20;1;80;96;0;2;28;10;3
3;3;15;1;94;88;1;1;7;8;1
2;3;15;1;79;63;1;1;12;9;2
1;1;6;0;71;72;1;1;17;4;2
2;3;0;0;84;60;0;0;7;9;0
2;1;11;0;72;76;1;2;30;5;0
1;0;16;1;66;97;1;0;30;8;1
1;0;15;1;70;90;0;2;21;7;1
3;3;2;1;89;63;0;2;6;9;3
1;3;16;0;95;55;1;1;29;9;2
2;0;19;1;90;62;0;2;21;10;1
2;2;7;1;68;80;1;2;14;7;0
2;0;7;0;55;80;1;1;30;7;3
2;1;1;1;50;52;1;1;2;7;3
3;0;0;1;53;54;1;2;22;8;0
3;0;12;1;89;57;0;2;19;8;3
2;0;8;0;53;99;1;1;0;10;0
2;0;13;1;87;50;1;0;0;7;3
2;3;8;1;67;85;1;0;25;4;3
3;1;15;0;72;60;1;2;10;7;0
2;0;16;1;64;54;1;1;5;5;2
1;3;12;1;84;88;1;1;5;7;0
3;0;0;1;82;97;0;2;4;6;1
3;3;15;1;60;91;1;1;16;9;3
2;0;8;0;58;77;1;2;7;9;3
2;1;10;0;86;84;0;1;2;5;0
2;1;9;0;88;53;1;2;21;4;0
2;2;4;0;83;66;1;0;1;4;3
1;1;17;0;99;68;0;0;17;8;1
3;0;6;1;100;76;1;2;17;6;0
2;0;6;1;79;95;0;0;15;7;3
3;0;16;1;54;66;1;1;25;10;1
3;1;6;0;91;70;1;0;11;5;0
2;3;20;1;61;95;1;0;28;5;0
1;1;19;1;80;75;0;1;14;8;0
3;2;8;1;67;82;1;1;23;6;2
1;3;15;1;63;88;1;1;22;4;0
2;1;5;0;75;62;1;0;22;9;2
3;3;5;1;51;86;1;1;7;10;0
3;0;11;1;75;89;1;0;12;4;3
3;3;4;1;80;85;1;1;23;7;1
2;3;7;1;95;89;0;0;23;8;1
2;1;18;0;75;82;1;1;22;9;2
2;3;11;0;87;64;0;1;25;7;2
3;1;18;1;77;65;1;0;4;4;2
2;0;0;1;65;75;1;2;8;6;0
3;1;3;0;63;84;1;0;18;6;0
3;0;9;0;59;56;1;2;14;4;2
2;0;10;0;51;78;1;0;7;10;0
3;1;7;1;98;57;1;0;9;4;3
3;1;4;0;89;65;1;2;11;10;2
3;2;10;1;62;79;1;1;20;7;1
3;2;19;0;69;75;1;1;17;6;1
2;0;2;1;82;54;0;1;2;5;3
1;0;5;0;66;98;1;1;30;5;1
2;0;12;1;54;84;1;2;23;8;2
2;1;3;1;73;69;1;2;24;9;0
2;1;3;1;73;88;1;1;18;10;0
1;2;4;0;90;78;0;1;11;8;1
3;0;16;1;95;86;1;0;2;6;0
1;0;1;1;85;69;0;2;26;10;3
3;1;16;1;67;97;0;0;6;7;0
2;2;6;1;67;51;1;1;1;7;3
2;0;2;1;100;78;1;2;0;7;3
3;3;1;1;50;97;1;0;17;7;3
2;1;10;0;95;87;1;1;18;7;0
1;1;7;1;92;81;1;2;7;10;2
2;1;1;0;74;59;0;0;5;6;3
3;0;10;1;89;87;0;1;25;10;2
1;0;1;0;88;96;1;2;11;10;1
3;2;13;0;77;56;1;0;16;6;3
1;3;6;0;54;64;1;1;5;9;0
3;2;5;0;51;98;1;1;17;7;1
1;1;20;1;70;92;1;1;20;6;3
3;0;7;1;69;50;1;2;28;7;2
1;1;10;0;96;66;0;1;22;4;2
2;3;18;0;98;84;0;1;10;10;3
1;3;1;1;63;92;1;1;11;9;1
2;0;16;0;86;60;1;1;28;7;1
2;3;15;0;80;79;1;1;11;7;3
3;2;19;1;87;68;1;1;18;6;0
1;1;1;0;53;96;1;0;5;6;2
3;3;5;1;70;93;1;2;25;7;3
3;0;19;0;94;66;1;1;26;8;0
3;3;4;1;96;87;1;1;25;7;0
2;0;15;1;81;67;1;1;28;7;2
2;1;15;0;61;89;1;2;19;6;1
1;1;17;0;50;65;1;2;9;8;3
3;1;10;1;51;86;0;2;7;6;2
2;2;16;1;52;51;1;1;24;10;2
3;3;13;1;53;78;0;2;1;5;3
3;3;2;0;99;97;1;1;30;8;0
2;1;13;0;62;100;1;2;17;5;0
2;0;18;1;86;82;0;1;28;4;1
2;3;2;1;92;74;1;2;16;9;0
2;0;13;0;65;59;1;1;1;5;3
2;2;17;0;81;54;1;1;6;8;2
2;1;16;1;74;53;1;1;3;7;1
3;0;1;1;94;98;0;0;10;9;1
3;0;15;1;54;98;1;2;21;4;1
2;0;11;1;72;54;1;1;22;8;1
2;1;0;1;65;87;1;2;23;5;0
1;0;17;1;55;89;0;1;7;4;1
1;1;19;1;92;52;0;1;18;9;3
1;1;16;0;67;98;0;2;23;10;2
1;1;19;1;69;62;1;2;18;8;1
2;0;7;1;75;89;1;2;23;6;3
3;1;10;0;98;61;1;1;5;5;2
1;2;10;0;83;72;0;2;25;10;2
1;3;18;1;55;89;0;1;24;5;3
3;0;11;1;81;54;1;1;19;8;1
1;2;13;1;64;56;1;1;5;6;1
1;2;13;1;87;70;1;1;0;9;1
2;1;13;1;85;85;1;2;10;8;1
1;3;7;1;67;51;1;0;29;7;2
3;0;5;0;88;54;1;2;3;9;3
1;3;15;1;66;52;1;2;29;6;3
3;2;11;1;52;76;1;2;28;7;2
3;2;11;1;92;97;1;2;29;8;2
3;0;16;1;57;85;0;1;24;10;1
2;3;9;1;93;55;0;1;30;5;3
2;2;5;1;51;62;1;1;7;4;1
1;3;15;0;65;88;0;1;14;5;2
3;1;1;1;53;65;1;2;29;4;1
1;3;18;0;89;93;1;2;15;5;3
2;2;13;1;67;67;1;2;18;7;0
1;3;17;0;55;82;1;1;11;4;3
2;0;8;1;60;61;1;2;5;7;3
3;3;8;1;72;91;1;2;28;10;3
2;2;12;0;76;67;1;1;8;10;0
3;2;5;0;70;74;0;2;18;10;1
3;2;6;1;62;78;1;2;29;9;0
1;3;0;0;93;72;1;1;18;10;0
2;1;8;1;87;94;1;1;16;5;2
3;3;12;1;67;98;1;0;18;8;0
3;3;10;0;77;88;1;1;14;7;0
3;1;4;0;71;65;0;1;26;5;3
1;0;5;1;73;100;0;1;28;8;1
3;2;13;1;76;98;1;1;29;6;3
3;2;11;0;91;90;1;0;28;6;1
1;2;14;1;91;70;1;1;26;4;3
1;0;15;1;65;73;0;2;1;4;2
2;3;9;0;78;56;1;2;2;9;3
1;0;6;1;79;88;0;1;22;6;3
2;3;0;1;96;84;1;1;29;5;2
3;2;8;0;81;70;1;1;14;9;0
1;0;19;1;67;85;1;1;13;7;3
2;2;3;1;65;92;0;2;3;8;2
3;3;2;0;50;97;1;1;17;7;3
3;3;9;1;70;89;1;1;9;4;0
2;0;4;0;89;82;1;0;24;8;3
1;3;8;0;61;59;1;2;16;10;0
2;2;4;1;96;64;1;2;24;10;0
1;2;19;1;92;76;0;1;2;4;0
3;1;18;0;65;94;0;2;3;10;0
3;2;19;1;92;59;1;0;18;9;1
3;1;6;1;56;85;1;1;11;6;3
2;2;16;1;73;99;1;2;1;4;0
1;1;15;1;54;82;0;1;11;5;3
1;0;8;0;67;59;1;0;11;4;3
3;2;12;0;82;80;1;0;16;6;3
3;3;16;1;54;59;0;1;18;5;2
1;1;8;0;64;54;0;1;2;5;1
3;2;17;1;58;94;1;2;9;10;2
3;2;19;1;80;53;1;2;0;9;1
1;0;12;0;72;79;1;0;4;10;3
1;3;16;1;86;71;1;0;10;5;3
2;1;15;0;52;97;0;1;4;5;3
3;0;14;1;51;77;1;1;7;8;2
3;0;8;0;77;64;1;1;24;9;2
3;1;13;0;72;61;1;1;14;10;3
3;2;19;0;60;81;1;2;27;5;1
3;3;11;1;96;58;0;1;29;9;1
1;1;6;0;74;98;1;1;20;7;0
2;3;15;1;100;79;0;2;6;5;0
3;1;17;0;51;65;1;0;15;5;2
1;3;12;1;90;95;1;1;3;7;2
2;2;9;0;53;72;1;2;21;6;0
